Indicator Name,Geography,Year,Category,Subcategory,Number Low Birthweight,Number Live Births,Percent Low Birthweight,Lower 95% Confidence Limit,Upper 95% Confidence Limit
Low Birthweight,Stanislaus,2021-2023,Neighborhood Poverty,40%+,17.0,278.0,6.12,3.85,9.57
Low Birthweight,Sutter,2021-2023,Neighborhood Poverty,<10%,85.0,1215.0,7.0,5.69,8.57
Low Birthweight,Sutter,2021-2023,Neighborhood Poverty,10-19%,121.0,1565.0,7.73,6.51,9.16
Low Birthweight,Sutter,2021-2023,Neighborhood Poverty,20-29%,58.0,710.0,8.17,6.37,10.42
Low Birthweight,Sutter,2021-2023,Neighborhood Poverty,30-39%,0.0,200.0,0.0,0.0,0.0
Low Birthweight,Sutter,2021-2023,Neighborhood Poverty,40%+,0.0,0.0,0.0,0.0,0.0
Low Birthweight,Tehama,2021-2023,Neighborhood Poverty,<10%,11.0,228.0,4.82,2.72,8.43
Low Birthweight,Tehama,2021-2023,Neighborhood Poverty,10-19%,93.0,1319.0,7.05,5.79,8.56
Low Birthweight,Tehama,2021-2023,Neighborhood Poverty,20-29%,49.0,693.0,7.07,5.39,9.23
Low Birthweight,Tehama,2021-2023,Neighborhood Poverty,30-39%,0.0,32.0,0.0,0.0,0.0
Low Birthweight,Tehama,2021-2023,Neighborhood Poverty,40%+,0.0,0.0,0.0,0.0,0.0
Low Birthweight,Trinity,2021-2023,Neighborhood Poverty,<10%,0.0,0.0,0.0,0.0,0.0
Low Birthweight,Trinity,2021-2023,Neighborhood Poverty,10-19%,15.0,144.0,10.42,6.41,16.48
Low Birthweight,Trinity,2021-2023,Neighborhood Poverty,20-29%,0.0,146.0,0.0,0.0,0.0
Low Birthweight,Trinity,2021-2023,Neighborhood Poverty,30-39%,0.0,0.0,0.0,0.0,0.0
Low Birthweight,Trinity,2021-2023,Neighborhood Poverty,40%+,0.0,0.0,0.0,0.0,0.0
Low Birthweight,Tulare,2021-2023,Neighborhood Poverty,<10%,306.0,4127.0,7.41,6.65,8.25
Low Birthweight,Tulare,2021-2023,Neighborhood Poverty,10-19%,531.0,7088.0,7.49,6.9,8.13
Low Birthweight,Tulare,2021-2023,Neighborhood Poverty,20-29%,490.0,6468.0,7.58,6.96,8.25
Low Birthweight,Tulare,2021-2023,Neighborhood Poverty,30-39%,89.0,1124.0,7.92,6.48,9.64
Low Birthweight,Tulare,2021-2023,Neighborhood Poverty,40%+,74.0,1114.0,6.64,5.32,8.26
Low Birthweight,Tuolumne,2021-2023,Neighborhood Poverty,<10%,57.0,749.0,7.61,5.92,9.73
Low Birthweight,Tuolumne,2021-2023,Neighborhood Poverty,10-19%,21.0,430.0,4.88,3.22,7.35
Low Birthweight,Tuolumne,2021-2023,Neighborhood Poverty,20-29%,14.0,140.0,10.0,6.05,16.09
Low Birthweight,Tuolumne,2021-2023,Neighborhood Poverty,30-39%,0.0,0.0,0.0,0.0,0.0
Low Birthweight,Tuolumne,2021-2023,Neighborhood Poverty,40%+,0.0,0.0,0.0,0.0,0.0
Low Birthweight,Ventura,2021-2023,Neighborhood Poverty,<10%,969.0,15444.0,6.27,5.9,6.67
Low Birthweight,Ventura,2021-2023,Neighborhood Poverty,10-19%,590.0,8266.0,7.14,6.6,7.71
Low Birthweight,Ventura,2021-2023,Neighborhood Poverty,20-29%,141.0,2002.0,7.04,6.0,8.25
Low Birthweight,Ventura,2021-2023,Neighborhood Poverty,30-39%,0.0,104.0,0.0,0.0,0.0
Low Birthweight,Ventura,2021-2023,Neighborhood Poverty,40%+,0.0,0.0,0.0,0.0,0.0
Low Birthweight,Yolo,2021-2023,Neighborhood Poverty,<10%,165.0,2572.0,6.42,5.53,7.43
Low Birthweight,Yolo,2021-2023,Neighborhood Poverty,10-19%,126.0,2015.0,6.25,5.28,7.4
Low Birthweight,Yolo,2021-2023,Neighborhood Poverty,20-29%,33.0,590.0,5.59,4.01,7.75
Low Birthweight,Yolo,2021-2023,Neighborhood Poverty,30-39%,22.0,336.0,6.55,4.36,9.71
Low Birthweight,Yolo,2021-2023,Neighborhood Poverty,40%+,0.0,210.0,0.0,0.0,0.0
Low Birthweight,Yuba,2021-2023,Neighborhood Poverty,<10%,94.0,1423.0,6.61,5.43,8.02
Low Birthweight,Yuba,2021-2023,Neighborhood Poverty,10-19%,72.0,1094.0,6.58,5.26,8.21
Low Birthweight,Yuba,2021-2023,Neighborhood Poverty,20-29%,44.0,590.0,7.46,5.6,9.86
Low Birthweight,Yuba,2021-2023,Neighborhood Poverty,30-39%,17.0,134.0,12.69,8.07,19.38
Low Birthweight,Yuba,2021-2023,Neighborhood Poverty,40%+,19.0,184.0,10.33,6.71,15.56
Low Birthweight,California,2021-2023,Total Live Births,0 prior live births,39082.0,494607.0,7.9,7.83,7.98
Low Birthweight,California,2021-2023,Total Live Births,1-2 prior live births,39341.0,594075.0,6.62,6.56,6.69
Low Birthweight,California,2021-2023,Total Live Births,3+ prior live births,13245.0,149853.0,8.84,8.7,8.98
Low Birthweight,Alameda,2021-2023,Total Live Births,0 prior live births,1940.0,23060.0,8.41,8.06,8.78
Low Birthweight,Alameda,2021-2023,Total Live Births,1-2 prior live births,1572.0,23238.0,6.76,6.45,7.09
Low Birthweight,Alameda,2021-2023,Total Live Births,3+ prior live births,321.0,3410.0,9.41,8.48,10.44
Low Birthweight,Alpine,2021-2023,Total Live Births,0 prior live births,0.0,12.0,0.0,0.0,0.0
Low Birthweight,Alpine,2021-2023,Total Live Births,1-2 prior live births,0.0,9.0,0.0,0.0,0.0
Low Birthweight,Alpine,2021-2023,Total Live Births,3+ prior live births,0.0,2.0,0.0,0.0,0.0
Low Birthweight,Amador,2021-2023,Total Live Births,0 prior live births,23.0,344.0,6.69,4.5,9.83
Low Birthweight,Amador,2021-2023,Total Live Births,1-2 prior live births,33.0,500.0,6.6,4.74,9.12
Low Birthweight,Amador,2021-2023,Total Live Births,3+ prior live births,11.0,124.0,8.87,5.03,15.19
Low Birthweight,Butte,2021-2023,Total Live Births,0 prior live births,185.0,2249.0,8.23,7.16,9.43
Low Birthweight,Butte,2021-2023,Total Live Births,1-2 prior live births,189.0,2959.0,6.39,5.56,7.33
Low Birthweight,Butte,2021-2023,Total Live Births,3+ prior live births,56.0,822.0,6.81,5.28,8.74
Low Birthweight,Calaveras,2021-2023,Total Live Births,0 prior live births,25.0,443.0,5.64,3.85,8.2
Low Birthweight,Calaveras,2021-2023,Total Live Births,1-2 prior live births,37.0,536.0,6.9,5.05,9.37
Low Birthweight,Calaveras,2021-2023,Total Live Births,3+ prior live births,11.0,157.0,7.01,3.96,12.11
Low Birthweight,Colusa,2021-2023,Total Live Births,0 prior live births,23.0,271.0,8.49,5.72,12.41
Low Birthweight,Colusa,2021-2023,Total Live Births,1-2 prior live births,28.0,418.0,6.7,4.67,9.51
Low Birthweight,Colusa,2021-2023,Total Live Births,3+ prior live births,10.0,120.0,8.33,4.59,14.66
Low Birthweight,Contra Costa,2021-2023,Total Live Births,0 prior live births,1136.0,14069.0,8.07,7.64,8.54
Low Birthweight,Contra Costa,2021-2023,Total Live Births,1-2 prior live births,1200.0,17516.0,6.85,6.49,7.23
Low Birthweight,Contra Costa,2021-2023,Total Live Births,3+ prior live births,280.0,3126.0,8.96,8.01,10.01
Low Birthweight,Del Norte,2021-2023,Total Live Births,0 prior live births,21.0,256.0,8.2,5.43,12.21
Low Birthweight,Del Norte,2021-2023,Total Live Births,1-2 prior live births,28.0,393.0,7.12,4.98,10.1
Low Birthweight,Del Norte,2021-2023,Total Live Births,3+ prior live births,11.0,122.0,9.02,5.11,15.43
Low Birthweight,El Dorado,2021-2023,Total Live Births,0 prior live births,129.0,1725.0,7.48,6.33,8.82
Low Birthweight,El Dorado,2021-2023,Total Live Births,1-2 prior live births,128.0,2353.0,5.44,4.59,6.43
Low Birthweight,El Dorado,2021-2023,Total Live Births,3+ prior live births,39.0,505.0,7.72,5.7,10.38
Low Birthweight,Fresno,2021-2023,Total Live Births,0 prior live births,1137.0,13326.0,8.53,8.07,9.02
Low Birthweight,Fresno,2021-2023,Total Live Births,1-2 prior live births,1341.0,19303.0,6.95,6.6,7.31
Low Birthweight,Fresno,2021-2023,Total Live Births,3+ prior live births,729.0,8362.0,8.72,8.13,9.34
Low Birthweight,Glenn,2021-2023,Total Live Births,0 prior live births,21.0,356.0,5.9,3.89,8.85
Low Birthweight,Glenn,2021-2023,Total Live Births,1-2 prior live births,17.0,510.0,3.33,2.09,5.27
Low Birthweight,Glenn,2021-2023,Total Live Births,3+ prior live births,14.0,169.0,8.28,5.0,13.42
Low Birthweight,Humboldt,2021-2023,Total Live Births,0 prior live births,104.0,1478.0,7.04,5.84,8.45
Low Birthweight,Humboldt,2021-2023,Total Live Births,1-2 prior live births,86.0,1628.0,5.28,4.3,6.48
Low Birthweight,Humboldt,2021-2023,Total Live Births,3+ prior live births,38.0,433.0,8.78,6.46,11.82
Low Birthweight,Imperial,2021-2023,Total Live Births,0 prior live births,173.0,2601.0,6.65,5.76,7.67
Low Birthweight,Imperial,2021-2023,Total Live Births,1-2 prior live births,260.0,3818.0,6.81,6.05,7.65
Low Birthweight,Imperial,2021-2023,Total Live Births,3+ prior live births,86.0,1033.0,8.33,6.79,10.17
Low Birthweight,Inyo,2021-2023,Total Live Births,0 prior live births,14.0,172.0,8.14,4.91,13.2
Low Birthweight,Inyo,2021-2023,Total Live Births,1-2 prior live births,15.0,213.0,7.04,4.31,11.29
Low Birthweight,Inyo,2021-2023,Total Live Births,3+ prior live births,0.0,61.0,0.0,0.0,0.0
Low Birthweight,Kern,2021-2023,Total Live Births,0 prior live births,1042.0,12972.0,8.03,7.58,8.51
Low Birthweight,Kern,2021-2023,Total Live Births,1-2 prior live births,1176.0,16601.0,7.08,6.7,7.48
Low Birthweight,Kern,2021-2023,Total Live Births,3+ prior live births,632.0,7204.0,8.77,8.14,9.45
Low Birthweight,Kings,2021-2023,Total Live Births,0 prior live births,156.0,2168.0,7.2,6.18,8.36
Low Birthweight,Kings,2021-2023,Total Live Births,1-2 prior live births,191.0,2963.0,6.45,5.62,7.39
Low Birthweight,Kings,2021-2023,Total Live Births,3+ prior live births,108.0,1102.0,9.8,8.18,11.7
Low Birthweight,Lake,2021-2023,Total Live Births,0 prior live births,44.0,618.0,7.12,5.35,9.42
Low Birthweight,Lake,2021-2023,Total Live Births,1-2 prior live births,70.0,1015.0,6.9,5.49,8.62
Low Birthweight,Lake,2021-2023,Total Live Births,3+ prior live births,32.0,316.0,10.13,7.26,13.95
Low Birthweight,Lassen,2021-2023,Total Live Births,0 prior live births,26.0,303.0,8.58,5.92,12.28
Low Birthweight,Lassen,2021-2023,Total Live Births,1-2 prior live births,28.0,370.0,7.57,5.29,10.72
Low Birthweight,Lassen,2021-2023,Total Live Births,3+ prior live births,15.0,146.0,10.27,6.33,16.26
Low Birthweight,Los Angeles,2021-2023,Total Live Births,0 prior live births,9539.0,117820.0,8.1,7.94,8.25
Low Birthweight,Los Angeles,2021-2023,Total Live Births,1-2 prior live births,9393.0,133556.0,7.03,6.9,7.17
Low Birthweight,Los Angeles,2021-2023,Total Live Births,3+ prior live births,2849.0,30208.0,9.43,9.11,9.77
Low Birthweight,Madera,2021-2023,Total Live Births,0 prior live births,136.0,1933.0,7.04,5.98,8.26
Low Birthweight,Madera,2021-2023,Total Live Births,1-2 prior live births,178.0,3026.0,5.88,5.1,6.78
Low Birthweight,Madera,2021-2023,Total Live Births,3+ prior live births,100.0,1429.0,7.0,5.79,8.44
Low Birthweight,Marin,2021-2023,Total Live Births,0 prior live births,173.0,2842.0,6.09,5.27,7.03
Low Birthweight,Marin,2021-2023,Total Live Births,1-2 prior live births,182.0,3523.0,5.17,4.48,5.95
Low Birthweight,Marin,2021-2023,Total Live Births,3+ prior live births,22.0,395.0,5.57,3.71,8.29
Low Birthweight,Mariposa,2021-2023,Total Live Births,0 prior live births,12.0,170.0,7.06,4.08,11.93
Low Birthweight,Mariposa,2021-2023,Total Live Births,1-2 prior live births,16.0,226.0,7.08,4.4,11.19
Low Birthweight,Mariposa,2021-2023,Total Live Births,3+ prior live births,0.0,69.0,0.0,0.0,0.0
Low Birthweight,Mendocino,2021-2023,Total Live Births,0 prior live births,69.0,923.0,7.48,5.95,9.35
Low Birthweight,Mendocino,2021-2023,Total Live Births,1-2 prior live births,72.0,1296.0,5.56,4.43,6.94
Low Birthweight,Mendocino,2021-2023,Total Live Births,3+ prior live births,25.0,341.0,7.33,5.01,10.6
Low Birthweight,Merced,2021-2023,Total Live Births,0 prior live births,272.0,3613.0,7.53,6.71,8.43
Low Birthweight,Merced,2021-2023,Total Live Births,1-2 prior live births,346.0,5562.0,6.22,5.62,6.89
Low Birthweight,Merced,2021-2023,Total Live Births,3+ prior live births,181.0,2313.0,7.83,6.8,8.99
Low Birthweight,Modoc,2021-2023,Total Live Births,0 prior live births,10.0,68.0,14.71,8.19,25.0
Low Birthweight,Modoc,2021-2023,Total Live Births,1-2 prior live births,10.0,129.0,7.75,4.26,13.68
Low Birthweight,Modoc,2021-2023,Total Live Births,3+ prior live births,0.0,51.0,0.0,0.0,0.0
Low Birthweight,Mono,2021-2023,Total Live Births,0 prior live births,21.0,163.0,12.88,8.58,18.89
Low Birthweight,Mono,2021-2023,Total Live Births,1-2 prior live births,0.0,176.0,0.0,0.0,0.0
Low Birthweight,Mono,2021-2023,Total Live Births,3+ prior live births,0.0,32.0,0.0,0.0,0.0
Low Birthweight,Monterey,2021-2023,Total Live Births,0 prior live births,429.0,5534.0,7.75,7.08,8.49
Low Birthweight,Monterey,2021-2023,Total Live Births,1-2 prior live births,480.0,8119.0,5.91,5.42,6.45
Low Birthweight,Monterey,2021-2023,Total Live Births,3+ prior live births,224.0,2812.0,7.97,7.02,9.02
Low Birthweight,Napa,2021-2023,Total Live Births,0 prior live births,108.0,1430.0,7.55,6.29,9.04
Low Birthweight,Napa,2021-2023,Total Live Births,1-2 prior live births,105.0,1777.0,5.91,4.9,7.1
Low Birthweight,Napa,2021-2023,Total Live Births,3+ prior live births,34.0,377.0,9.02,6.53,12.34
Low Birthweight,Nevada,2021-2023,Total Live Births,0 prior live births,54.0,1016.0,5.31,4.1,6.87
Low Birthweight,Nevada,2021-2023,Total Live Births,1-2 prior live births,51.0,1125.0,4.53,3.46,5.91
Low Birthweight,Nevada,2021-2023,Total Live Births,3+ prior live births,14.0,217.0,6.45,3.88,10.54
Low Birthweight,Orange,2021-2023,Total Live Births,0 prior live births,3060.0,38720.0,7.9,7.64,8.18
Low Birthweight,Orange,2021-2023,Total Live Births,1-2 prior live births,2801.0,44318.0,6.32,6.1,6.55
Low Birthweight,Orange,2021-2023,Total Live Births,3+ prior live births,674.0,8328.0,8.09,7.53,8.7
Low Birthweight,Placer,2021-2023,Total Live Births,0 prior live births,290.0,4413.0,6.57,5.88,7.34
Low Birthweight,Placer,2021-2023,Total Live Births,1-2 prior live births,286.0,5877.0,4.87,4.35,5.45
Low Birthweight,Placer,2021-2023,Total Live Births,3+ prior live births,75.0,1082.0,6.93,5.57,8.6
Low Birthweight,Plumas,2021-2023,Total Live Births,0 prior live births,14.0,158.0,8.86,5.35,14.32
Low Birthweight,Plumas,2021-2023,Total Live Births,1-2 prior live births,14.0,216.0,6.48,3.9,10.58
Low Birthweight,Plumas,2021-2023,Total Live Births,3+ prior live births,0.0,60.0,0.0,0.0,0.0
Low Birthweight,Riverside,2021-2023,Total Live Births,0 prior live births,2290.0,29313.0,7.81,7.51,8.13
Low Birthweight,Riverside,2021-2023,Total Live Births,1-2 prior live births,2684.0,40530.0,6.62,6.38,6.87
Low Birthweight,Riverside,2021-2023,Total Live Births,3+ prior live births,1019.0,12016.0,8.48,8.0,8.99
Low Birthweight,Sacramento,2021-2023,Total Live Births,0 prior live births,1609.0,20257.0,7.94,7.58,8.32
Low Birthweight,Sacramento,2021-2023,Total Live Births,1-2 prior live births,1694.0,25438.0,6.66,6.36,6.97
Low Birthweight,Sacramento,2021-2023,Total Live Births,3+ prior live births,629.0,8171.0,7.7,7.14,8.3
Low Birthweight,San Benito,2021-2023,Total Live Births,0 prior live births,68.0,851.0,7.99,6.35,10.01
Low Birthweight,San Benito,2021-2023,Total Live Births,1-2 prior live births,75.0,1260.0,5.95,4.77,7.4
Low Birthweight,San Benito,2021-2023,Total Live Births,3+ prior live births,28.0,333.0,8.41,5.88,11.88
Low Birthweight,San Bernardino,2021-2023,Total Live Births,0 prior live births,2497.0,28231.0,8.84,8.52,9.18
Low Birthweight,San Bernardino,2021-2023,Total Live Births,1-2 prior live births,2742.0,37774.0,7.26,7.0,7.52
Low Birthweight,San Bernardino,2021-2023,Total Live Births,3+ prior live births,1222.0,11892.0,10.28,9.74,10.83
Low Birthweight,San Diego,2021-2023,Total Live Births,0 prior live births,3369.0,47596.0,7.08,6.85,7.31
Low Birthweight,San Diego,2021-2023,Total Live Births,1-2 prior live births,3345.0,52575.0,6.36,6.16,6.57
Low Birthweight,San Diego,2021-2023,Total Live Births,3+ prior live births,1003.0,10770.0,9.31,8.78,9.88
Low Birthweight,San Francisco,2021-2023,Total Live Births,0 prior live births,883.0,11462.0,7.7,7.23,8.21
Low Birthweight,San Francisco,2021-2023,Total Live Births,1-2 prior live births,577.0,8908.0,6.48,5.98,7.01
Low Birthweight,San Francisco,2021-2023,Total Live Births,3+ prior live births,99.0,969.0,10.22,8.46,12.28
Low Birthweight,San Joaquin,2021-2023,Total Live Births,0 prior live births,878.0,10014.0,8.77,8.23,9.34
Low Birthweight,San Joaquin,2021-2023,Total Live Births,1-2 prior live births,980.0,14336.0,6.84,6.43,7.26
Low Birthweight,San Joaquin,2021-2023,Total Live Births,3+ prior live births,465.0,5044.0,9.22,8.45,10.05
Low Birthweight,San Luis Obispo,2021-2023,Total Live Births,0 prior live births,224.0,2894.0,7.74,6.82,8.77
Low Birthweight,San Luis Obispo,2021-2023,Total Live Births,1-2 prior live births,215.0,3563.0,6.03,5.3,6.86
Low Birthweight,San Luis Obispo,2021-2023,Total Live Births,3+ prior live births,53.0,760.0,6.97,5.37,9.01
Low Birthweight,San Mateo,2021-2023,Total Live Births,0 prior live births,799.0,10556.0,7.57,7.08,8.09
Low Birthweight,San Mateo,2021-2023,Total Live Births,1-2 prior live births,659.0,10419.0,6.32,5.87,6.81
Low Birthweight,San Mateo,2021-2023,Total Live Births,3+ prior live births,92.0,1177.0,7.82,6.42,9.49
Low Birthweight,Santa Barbara,2021-2023,Total Live Births,0 prior live births,445.0,5793.0,7.68,7.02,8.4
Low Birthweight,Santa Barbara,2021-2023,Total Live Births,1-2 prior live births,468.0,8077.0,5.79,5.31,6.33
Low Birthweight,Santa Barbara,2021-2023,Total Live Births,3+ prior live births,236.0,2687.0,8.78,7.77,9.91
Low Birthweight,Santa Clara,2021-2023,Total Live Births,0 prior live births,2171.0,26669.0,8.14,7.82,8.47
Low Birthweight,Santa Clara,2021-2023,Total Live Births,1-2 prior live births,1803.0,26199.0,6.88,6.58,7.19
Low Birthweight,Santa Clara,2021-2023,Total Live Births,3+ prior live births,321.0,3515.0,9.13,8.22,10.13
Low Birthweight,Santa Cruz,2021-2023,Total Live Births,0 prior live births,170.0,2698.0,6.3,5.44,7.28
Low Birthweight,Santa Cruz,2021-2023,Total Live Births,1-2 prior live births,196.0,3260.0,6.01,5.25,6.88
Low Birthweight,Santa Cruz,2021-2023,Total Live Births,3+ prior live births,64.0,731.0,8.76,6.92,11.03
Low Birthweight,Shasta,2021-2023,Total Live Births,0 prior live births,164.0,2010.0,8.16,7.04,9.44
Low Birthweight,Shasta,2021-2023,Total Live Births,1-2 prior live births,147.0,2616.0,5.62,4.8,6.57
Low Birthweight,Shasta,2021-2023,Total Live Births,3+ prior live births,69.0,805.0,8.57,6.83,10.71
Low Birthweight,Sierra,2021-2023,Total Live Births,0 prior live births,0.0,25.0,0.0,0.0,0.0
Low Birthweight,Sierra,2021-2023,Total Live Births,1-2 prior live births,0.0,28.0,0.0,0.0,0.0
Low Birthweight,Sierra,2021-2023,Total Live Births,3+ prior live births,0.0,8.0,0.0,0.0,0.0
Low Birthweight,Siskiyou,2021-2023,Total Live Births,0 prior live births,39.0,398.0,9.8,7.25,13.12
Low Birthweight,Siskiyou,2021-2023,Total Live Births,1-2 prior live births,43.0,574.0,7.49,5.61,9.94
Low Birthweight,Siskiyou,2021-2023,Total Live Births,3+ prior live births,19.0,201.0,9.45,6.14,14.29
Low Birthweight,Solano,2021-2023,Total Live Births,0 prior live births,467.0,5435.0,8.59,7.88,9.37
Low Birthweight,Solano,2021-2023,Total Live Births,1-2 prior live births,506.0,7297.0,6.93,6.37,7.54
Low Birthweight,Solano,2021-2023,Total Live Births,3+ prior live births,172.0,1695.0,10.15,8.8,11.68
Low Birthweight,Sonoma,2021-2023,Total Live Births,0 prior live births,338.0,5685.0,5.95,5.36,6.59
Low Birthweight,Sonoma,2021-2023,Total Live Births,1-2 prior live births,354.0,6436.0,5.5,4.97,6.08
Low Birthweight,Sonoma,2021-2023,Total Live Births,3+ prior live births,94.0,1190.0,7.9,6.5,9.57
Low Birthweight,Stanislaus,2021-2023,Total Live Births,0 prior live births,551.0,7101.0,7.76,7.16,8.4
Low Birthweight,Stanislaus,2021-2023,Total Live Births,1-2 prior live births,601.0,10277.0,5.85,5.41,6.32
Low Birthweight,Stanislaus,2021-2023,Total Live Births,3+ prior live births,301.0,3537.0,8.51,7.63,9.48
Low Birthweight,Sutter,2021-2023,Total Live Births,0 prior live births,98.0,1269.0,7.72,6.38,9.32
Low Birthweight,Sutter,2021-2023,Total Live Births,1-2 prior live births,132.0,1894.0,6.97,5.91,8.21
Low Birthweight,Sutter,2021-2023,Total Live Births,3+ prior live births,43.0,535.0,8.04,6.02,10.65
Low Birthweight,Tehama,2021-2023,Total Live Births,0 prior live births,44.0,785.0,5.61,4.2,7.44
Low Birthweight,Tehama,2021-2023,Total Live Births,1-2 prior live births,76.0,1121.0,6.78,5.45,8.4
Low Birthweight,Tehama,2021-2023,Total Live Births,3+ prior live births,39.0,395.0,9.87,7.31,13.21
Low Birthweight,Trinity,2021-2023,Total Live Births,0 prior live births,11.0,105.0,10.48,5.95,17.79
Low Birthweight,Trinity,2021-2023,Total Live Births,1-2 prior live births,0.0,160.0,0.0,0.0,0.0
Low Birthweight,Trinity,2021-2023,Total Live Births,3+ prior live births,0.0,47.0,0.0,0.0,0.0
Low Birthweight,Tulare,2021-2023,Total Live Births,0 prior live births,536.0,6470.0,8.28,7.64,8.98
Low Birthweight,Tulare,2021-2023,Total Live Births,1-2 prior live births,635.0,9771.0,6.5,6.03,7.0
Low Birthweight,Tulare,2021-2023,Total Live Births,3+ prior live births,330.0,3948.0,8.36,7.54,9.26
Low Birthweight,Tuolumne,2021-2023,Total Live Births,0 prior live births,45.0,514.0,8.75,6.61,11.51
Low Birthweight,Tuolumne,2021-2023,Total Live Births,1-2 prior live births,38.0,668.0,5.69,4.17,7.71
Low Birthweight,Tuolumne,2021-2023,Total Live Births,3+ prior live births,11.0,148.0,7.43,4.2,12.82
Low Birthweight,Ventura,2021-2023,Total Live Births,0 prior live births,745.0,9842.0,7.57,7.06,8.11
Low Birthweight,Ventura,2021-2023,Total Live Births,1-2 prior live births,773.0,13016.0,5.94,5.55,6.36
Low Birthweight,Ventura,2021-2023,Total Live Births,3+ prior live births,203.0,3118.0,6.51,5.7,7.43
Low Birthweight,Yolo,2021-2023,Total Live Births,0 prior live births,162.0,2277.0,7.11,6.13,8.24
Low Birthweight,Yolo,2021-2023,Total Live Births,1-2 prior live births,151.0,2865.0,5.27,4.51,6.15
Low Birthweight,Yolo,2021-2023,Total Live Births,3+ prior live births,39.0,624.0,6.25,4.61,8.43
Low Birthweight,Yuba,2021-2023,Total Live Births,0 prior live births,89.0,1131.0,7.87,6.44,9.58
Low Birthweight,Yuba,2021-2023,Total Live Births,1-2 prior live births,95.0,1744.0,5.45,4.48,6.61
Low Birthweight,Yuba,2021-2023,Total Live Births,3+ prior live births,66.0,609.0,10.84,8.61,13.56
Low Birthweight,California,2021-2023,Gestational Age,Early preterm (<34 weeks),27539.0,28927.0,95.2,94.95,95.44
Low Birthweight,California,2021-2023,Gestational Age,Late preterm (34-36 weeks),35384.0,83961.0,42.14,41.81,42.48
Low Birthweight,Alameda,2021-2023,Gestational Age,Early preterm (<34 weeks),1036.0,1076.0,96.28,94.98,97.26
Low Birthweight,Alameda,2021-2023,Gestational Age,Late preterm (34-36 weeks),1466.0,3262.0,44.94,43.24,46.65
Low Birthweight,Alpine,2021-2023,Gestational Age,Early preterm (<34 weeks),0.0,2.0,0.0,0.0,0.0
Low Birthweight,Alpine,2021-2023,Gestational Age,Late preterm (34-36 weeks),0.0,1.0,0.0,0.0,0.0
Low Birthweight,Amador,2021-2023,Gestational Age,Early preterm (<34 weeks),19.0,20.0,95.0,76.39,99.11
Low Birthweight,Amador,2021-2023,Gestational Age,Late preterm (34-36 weeks),30.0,73.0,41.1,30.53,52.55
Low Birthweight,Butte,2021-2023,Gestational Age,Early preterm (<34 weeks),136.0,139.0,97.84,93.85,99.26
Low Birthweight,Butte,2021-2023,Gestational Age,Late preterm (34-36 weeks),142.0,387.0,36.69,32.04,41.6
Low Birthweight,Calaveras,2021-2023,Gestational Age,Early preterm (<34 weeks),29.0,29.0,100.0,88.3,100.0
Low Birthweight,Calaveras,2021-2023,Gestational Age,Late preterm (34-36 weeks),26.0,79.0,32.91,23.55,43.85
Low Birthweight,Colusa,2021-2023,Gestational Age,Early preterm (<34 weeks),16.0,17.0,94.12,73.02,98.95
Low Birthweight,Colusa,2021-2023,Gestational Age,Late preterm (34-36 weeks),29.0,57.0,50.88,38.26,63.38
Low Birthweight,Contra Costa,2021-2023,Gestational Age,Early preterm (<34 weeks),781.0,828.0,94.32,92.53,95.7
Low Birthweight,Contra Costa,2021-2023,Gestational Age,Late preterm (34-36 weeks),1081.0,2517.0,42.95,41.03,44.89
Low Birthweight,Del Norte,2021-2023,Gestational Age,Early preterm (<34 weeks),18.0,19.0,94.74,75.36,99.06
Low Birthweight,Del Norte,2021-2023,Gestational Age,Late preterm (34-36 weeks),24.0,63.0,38.1,27.12,50.44
Low Birthweight,El Dorado,2021-2023,Gestational Age,Early preterm (<34 weeks),81.0,82.0,98.78,93.41,99.78
Low Birthweight,El Dorado,2021-2023,Gestational Age,Late preterm (34-36 weeks),110.0,275.0,40.0,34.39,45.89
Low Birthweight,Fresno,2021-2023,Gestational Age,Early preterm (<34 weeks),1008.0,1066.0,94.56,93.03,95.77
Low Birthweight,Fresno,2021-2023,Gestational Age,Late preterm (34-36 weeks),1229.0,3037.0,40.47,38.74,42.22
Low Birthweight,Glenn,2021-2023,Gestational Age,Early preterm (<34 weeks),16.0,16.0,100.0,80.64,100.0
Low Birthweight,Glenn,2021-2023,Gestational Age,Late preterm (34-36 weeks),14.0,66.0,21.21,13.08,32.51
Low Birthweight,Humboldt,2021-2023,Gestational Age,Early preterm (<34 weeks),80.0,86.0,93.02,85.6,96.76
Low Birthweight,Humboldt,2021-2023,Gestational Age,Late preterm (34-36 weeks),79.0,204.0,38.73,32.31,45.56
Low Birthweight,Imperial,2021-2023,Gestational Age,Early preterm (<34 weeks),168.0,176.0,95.45,91.29,97.68
Low Birthweight,Imperial,2021-2023,Gestational Age,Late preterm (34-36 weeks),208.0,512.0,40.63,36.46,44.93
Low Birthweight,Inyo,2021-2023,Gestational Age,Early preterm (<34 weeks),11.0,11.0,100.0,74.12,100.0
Low Birthweight,Inyo,2021-2023,Gestational Age,Late preterm (34-36 weeks),15.0,34.0,44.12,28.88,60.55
Low Birthweight,Kern,2021-2023,Gestational Age,Early preterm (<34 weeks),877.0,941.0,93.2,91.41,94.64
